No.,Time,CO2(ppm),Temperature(°C),Relative Humidity(%RH)
567, 04/29/22 17:54:47,420,21.9,16.6
568, 04/29/22 17:59:47,420,21.9,16.6
569, 04/29/22 18:04:47,421,21.9,16.7
570, 04/29/22 18:09:47,420,21.9,16.7
571, 04/29/22 18:14:47,420,21.9,16.7
572, 04/29/22 18:19:47,420,21.9,16.8
573, 04/29/22 18:24:47,420,21.8,16.9
574, 04/29/22 18:29:47,420,21.9,17
575, 04/29/22 18:34:47,419,21.9,17
576, 04/29/22 18:39:47,419,21.9,17.2
577, 04/29/22 18:44:47,417,21.9,17.4
578, 04/29/22 18:49:47,419,21.9,17.6
579, 04/29/22 18:54:47,418,21.9,17.9
580, 04/29/22 18:59:47,418,22,17.9
581, 04/29/22 19:04:47,417,22,18.1
582, 04/29/22 19:09:47,417,21.9,18.2
583, 04/29/22 19:14:47,416,22,18.1
584, 04/29/22 19:19:47,418,22,18.1
585, 04/29/22 19:24:47,417,22,18.1
586, 04/29/22 19:29:47,417,22,18.1
587, 04/29/22 19:34:47,417,22,18.2
588, 04/29/22 19:39:47,417,22,18.4
589, 04/29/22 19:44:47,417,22,18.6
590, 04/29/22 19:49:47,417,22,18.8
591, 04/29/22 19:54:47,416,22,18.9
592, 04/29/22 19:59:47,416,22,19.1
593, 04/29/22 20:04:47,415,22,19.1
594, 04/29/22 20:09:47,416,22,19.1
595, 04/29/22 20:14:47,415,22.1,19
596, 04/29/22 20:19:47,415,22.1,19.1
597, 04/29/22 20:24:47,415,22.1,19.1
598, 04/29/22 20:29:47,416,22.1,19
599, 04/29/22 20:34:47,416,22.1,19
600, 04/29/22 20:39:47,415,22.1,19
601, 04/29/22 20:44:47,415,22.2,19
602, 04/29/22 20:49:47,415,22.2,19
603, 04/29/22 20:54:47,414,22.2,19
604, 04/29/22 20:59:47,415,22.2,19
605, 04/29/22 21:04:47,416,22.1,19.1
606, 04/29/22 21:09:47,416,22.1,19.1
607, 04/29/22 21:14:47,416,22.1,19.1
608, 04/29/22 21:19:47,415,22.1,19.1
609, 04/29/22 21:24:47,416,22.1,19.1
610, 04/29/22 21:29:47,417,22.1,19.1
611, 04/29/22 21:34:47,415,22.1,19.1
612, 04/29/22 21:39:47,414,22.1,19.1
613, 04/29/22 21:44:47,416,22.1,19.2
614, 04/29/22 21:49:47,416,22.1,19.2
615, 04/29/22 21:54:47,416,22.1,19.1
616, 04/29/22 21:59:47,415,22.1,19.1
617, 04/29/22 22:04:47,415,22.1,19.2
618, 04/29/22 22:09:47,414,22.1,19.2
619, 04/29/22 22:14:47,414,22.1,19.2
620, 04/29/22 22:19:47,416,22.2,19.2
621, 04/29/22 22:24:47,414,22.2,19.1
622, 04/29/22 22:29:47,414,22.3,19.1
623, 04/29/22 22:34:47,415,22.3,19.1
624, 04/29/22 22:39:47,415,22.3,19.1
625, 04/29/22 22:44:47,415,22.3,19.1
626, 04/29/22 22:49:47,414,22.3,19.1
627, 04/29/22 22:54:47,414,22.3,19.1
628, 04/29/22 22:59:47,413,22.4,19.1
629, 04/29/22 23:04:47,414,22.4,19.1
630, 04/29/22 23:09:47,413,22.4,19.1
631, 04/29/22 23:14:47,413,22.4,19.1
632, 04/29/22 23:19:47,413,22.3,19.1
633, 04/29/22 23:24:47,412,22.3,19.2
634, 04/29/22 23:29:47,414,22.3,19.1
635, 04/29/22 23:34:47,413,22.3,19.2
636, 04/29/22 23:39:47,414,22.3,19.2
637, 04/29/22 23:44:47,413,22.4,19.2
638, 04/29/22 23:49:47,413,22.4,19.2
639, 04/29/22 23:54:47,414,22.4,19.2
640, 04/29/22 23:59:47,413,22.4,19.3
641, 04/30/22 00:04:47,413,22.3,19.3
642, 04/30/22 00:09:47,412,22.3,19.2
643, 04/30/22 00:14:47,414,22.3,19.3
644, 04/30/22 00:19:47,413,22.3,19.3
645, 04/30/22 00:24:47,413,22.3,19.3
646, 04/30/22 00:29:47,414,22.4,19.3
647, 04/30/22 00:34:47,414,22.3,19.3
648, 04/30/22 00:39:47,413,22.3,19.4
649, 04/30/22 00:44:47,413,22.3,19.4
650, 04/30/22 00:49:47,412,22.3,19.4
651, 04/30/22 00:54:47,412,22.3,19.4
652, 04/30/22 00:59:47,413,22.3,19.4
653, 04/30/22 01:04:47,413,22.3,19.4
654, 04/30/22 01:09:47,413,22.4,19.4
655, 04/30/22 01:14:47,412,22.3,19.4
656, 04/30/22 01:19:47,412,22.4,19.5
657, 04/30/22 01:24:47,412,22.3,19.4
658, 04/30/22 01:29:47,412,22.3,19.4
659, 04/30/22 01:34:47,410,22.3,19.5
660, 04/30/22 01:39:47,411,22.3,19.5
661, 04/30/22 01:44:47,411,22.3,19.6
662, 04/30/22 01:49:47,410,22.3,19.5
663, 04/30/22 01:54:47,410,22.3,19.5
664, 04/30/22 01:59:47,411,22.3,19.5
665, 04/30/22 02:04:47,411,22.3,19.5
666, 04/30/22 02:09:47,411,22.3,19.5
667, 04/30/22 02:14:47,411,22.3,19.6
668, 04/30/22 02:19:47,410,22.3,19.6
669, 04/30/22 02:24:47,411,22.3,19.7
670, 04/30/22 02:29:47,411,22.3,19.6
671, 04/30/22 02:34:47,411,22.3,19.6
672, 04/30/22 02:39:47,410,22.3,19.6
673, 04/30/22 02:44:47,410,22.3,19.7
674, 04/30/22 02:49:47,412,22.3,19.7
675, 04/30/22 02:54:47,411,22.3,19.7
676, 04/30/22 02:59:47,411,22.2,19.8
677, 04/30/22 03:04:47,411,22.3,19.8
678, 04/30/22 03:09:47,409,22.3,19.7
679, 04/30/22 03:14:47,410,22.4,19.7
680, 04/30/22 03:19:47,410,22.3,19.7
681, 04/30/22 03:24:47,409,22.3,19.7
682, 04/30/22 03:29:47,409,22.3,19.7
683, 04/30/22 03:34:47,410,22.3,19.8
684, 04/30/22 03:39:47,409,22.3,19.8
685, 04/30/22 03:44:47,409,22.3,19.9
686, 04/30/22 03:49:47,408,22.3,19.8
687, 04/30/22 03:54:47,409,22.4,19.8
688, 04/30/22 03:59:47,411,22.4,19.8
689, 04/30/22 04:04:47,410,22.3,19.9
690, 04/30/22 04:09:47,411,22.3,19.9
691, 04/30/22 04:14:47,409,22.3,19.9
692, 04/30/22 04:19:47,408,22.3,19.9
693, 04/30/22 04:24:47,408,22.3,19.9
694, 04/30/22 04:29:47,408,22.3,19.9
695, 04/30/22 04:34:47,408,22.4,19.9
696, 04/30/22 04:39:47,408,22.3,19.9
697, 04/30/22 04:44:47,407,22.3,19.9
698, 04/30/22 04:49:47,407,22.3,19.9
699, 04/30/22 04:54:47,407,22.3,19.9
700, 04/30/22 04:59:47,408,22.3,20
701, 04/30/22 05:04:47,408,22.3,19.9
702, 04/30/22 05:09:47,408,22.3,20
703, 04/30/22 05:14:47,409,22.3,20
704, 04/30/22 05:19:47,408,22.3,19.9
705, 04/30/22 05:24:47,408,22.3,20
706, 04/30/22 05:29:47,408,22.3,20.1
707, 04/30/22 05:34:47,408,22.3,20.1
708, 04/30/22 05:39:47,408,22.3,20.1
709, 04/30/22 05:44:47,410,22.3,20.1
710, 04/30/22 05:49:47,409,22.3,20.1
711, 04/30/22 05:54:47,409,22.3,20
712, 04/30/22 05:59:47,408,22.3,20
713, 04/30/22 06:04:47,408,22.3,20.1
714, 04/30/22 06:09:47,407,22.3,20.1
715, 04/30/22 06:14:47,409,22.2,20.2
716, 04/30/22 06:19:47,407,22.3,20.2
717, 04/30/22 06:24:47,409,22.3,20.1
718, 04/30/22 06:29:47,408,22.3,20.1
719, 04/30/22 06:34:47,408,22.4,20.1
720, 04/30/22 06:39:47,409,22.3,20.2
721, 04/30/22 06:44:47,407,22.3,20.2
722, 04/30/22 06:49:47,407,22.3,20.2
723, 04/30/22 06:54:47,407,22.2,20.2
724, 04/30/22 06:59:47,407,22.2,20.2
725, 04/30/22 07:04:47,408,22.2,20.3
726, 04/30/22 07:09:47,407,22.2,20.3
727, 04/30/22 07:14:47,407,22.2,20.3
728, 04/30/22 07:19:47,406,22.3,20.2
729, 04/30/22 07:24:47,409,22.3,20.3
730, 04/30/22 07:29:47,407,22.3,20.3
731, 04/30/22 07:34:47,408,22.3,20.3
732, 04/30/22 07:39:47,406,22.2,20.3
733, 04/30/22 07:44:47,407,22.2,20.4
734, 04/30/22 07:49:47,407,22.2,20.3
735, 04/30/22 07:54:47,407,22.2,20.4
736, 04/30/22 07:59:47,407,22.2,20.3
737, 04/30/22 08:04:47,408,22.3,20.3
738, 04/30/22 08:09:47,409,22.3,20.1
739, 04/30/22 08:14:47,413,22.2,20
740, 04/30/22 08:19:47,413,22.1,20
741, 04/30/22 08:24:47,416,22.1,19.9
742, 04/30/22 08:29:47,415,22.1,19.9
743, 04/30/22 08:34:47,417,22.1,19.9
744, 04/30/22 08:39:47,418,22.1,19.9
745, 04/30/22 08:44:47,420,22.1,19.7
746, 04/30/22 08:49:47,422,22.1,19.4
747, 04/30/22 08:54:47,421,22,19.1
748, 04/30/22 08:59:47,420,22,18.8
749, 04/30/22 09:04:47,420,22,18.6
750, 04/30/22 09:09:47,419,22,18.3
751, 04/30/22 09:14:47,418,22.1,18.2
752, 04/30/22 09:19:47,419,22.1,18.2
753, 04/30/22 09:24:47,421,22.1,18.2
754, 04/30/22 09:29:47,425,22.1,18.1
755, 04/30/22 09:34:47,427,22.1,17.9
756, 04/30/22 09:39:47,431,22.1,17.9
757, 04/30/22 09:44:47,430,22.1,18
758, 04/30/22 09:49:47,429,22.1,18
759, 04/30/22 09:54:47,427,22.1,18
760, 04/30/22 09:59:47,425,22.1,18
761, 04/30/22 10:04:47,428,22.1,18.1
762, 04/30/22 10:09:47,428,22.1,18.1
763, 04/30/22 10:14:47,426,22.1,18
764, 04/30/22 10:19:47,423,22.1,17.8
765, 04/30/22 10:24:47,421,22.1,17.7
766, 04/30/22 10:29:47,421,22.2,17.8
767, 04/30/22 10:34:47,419,22.2,17.7
768, 04/30/22 10:39:47,418,22.2,17.6
769, 04/30/22 10:44:47,418,22.1,17.4
770, 04/30/22 10:49:47,418,22.1,17.3
771, 04/30/22 10:54:47,417,22.1,17.1
772, 04/30/22 10:59:47,416,22.1,17.1
773, 04/30/22 11:04:47,417,22.1,17.1
774, 04/30/22 11:09:47,416,22.1,17.1
775, 04/30/22 11:14:47,417,22.1,16.9
776, 04/30/22 11:19:47,416,22.2,16.8
777, 04/30/22 11:24:47,416,22.1,16.7
778, 04/30/22 11:29:47,416,22.2,16.7
779, 04/30/22 11:34:47,416,22.2,16.6
780, 04/30/22 11:39:47,416,22.2,16.6
781, 04/30/22 11:44:47,416,22.2,16.7
782, 04/30/22 11:49:47,417,22.1,16.7
783, 04/30/22 11:54:47,417,22.1,16.7
784, 04/30/22 11:59:47,417,22.1,16.7
785, 04/30/22 12:04:47,416,22.1,16.8
786, 04/30/22 12:09:47,419,22.1,16.8
787, 04/30/22 12:14:47,424,22.2,16.7
788, 04/30/22 12:19:47,424,22.2,16.8
789, 04/30/22 12:24:47,421,22.2,16.8
790, 04/30/22 12:29:47,418,22.2,16.7
791, 04/30/22 12:34:47,419,22.2,16.8
792, 04/30/22 12:39:47,417,22.2,16.8
793, 04/30/22 12:44:47,417,22.2,16.8
794, 04/30/22 12:49:47,417,22.3,16.8
795, 04/30/22 12:54:47,417,22.3,16.7
796, 04/30/22 12:59:47,417,22.2,16.8
797, 04/30/22 13:04:47,416,22.2,16.8
798, 04/30/22 13:09:47,415,22.1,16.9
799, 04/30/22 13:14:47,415,22.2,16.8
800, 04/30/22 13:19:47,415,22.2,16.7
801, 04/30/22 13:24:47,414,22.2,16.7
802, 04/30/22 13:29:47,415,22.2,16.6
803, 04/30/22 13:34:47,413,22.2,16.7
804, 04/30/22 13:39:47,414,22.2,16.5
805, 04/30/22 13:44:47,414,22.2,16.5
806, 04/30/22 13:49:47,416,22.3,16.4
807, 04/30/22 13:54:47,414,22.3,16.5
808, 04/30/22 13:59:47,414,22.2,16.4
809, 04/30/22 14:04:47,414,22.2,16.4
810, 04/30/22 14:09:47,412,22.2,16.3
811, 04/30/22 14:14:47,413,22.2,16.3
812, 04/30/22 14:19:47,414,22.2,16.3
813, 04/30/22 14:24:47,415,22.2,16.2
814, 04/30/22 14:29:47,414,22.2,16
815, 04/30/22 14:34:47,415,22.2,16
816, 04/30/22 14:39:47,415,22.3,15.8
817, 04/30/22 14:44:47,415,22.2,15.7
818, 04/30/22 14:49:47,415,22.3,15.8
819, 04/30/22 14:54:47,413,22.3,15.7
820, 04/30/22 14:59:47,414,22.3,15.7
821, 04/30/22 15:04:47,415,22.2,15.7
822, 04/30/22 15:09:47,416,22.2,15.6
823, 04/30/22 15:14:47,415,22.2,15.6
824, 04/30/22 15:19:47,414,22.2,15.6
825, 04/30/22 15:24:47,414,22.2,15.7
826, 04/30/22 15:29:47,414,22.2,15.7
827, 04/30/22 15:34:47,414,22.2,15.6
828, 04/30/22 15:39:47,414,22.2,15.7
829, 04/30/22 15:44:47,415,22.2,15.6
830, 04/30/22 15:49:47,414,22.2,15.6
831, 04/30/22 15:54:47,414,22.2,15.6
832, 04/30/22 15:59:47,414,22.3,15.5
833, 04/30/22 16:04:47,415,22.2,15.6
834, 04/30/22 16:09:47,414,22.2,15.6
835, 04/30/22 16:14:47,414,22.2,15.6
836, 04/30/22 16:19:47,415,22.2,15.6
837, 04/30/22 16:24:47,415,22.2,15.6
838, 04/30/22 16:29:47,414,22.2,15.6
839, 04/30/22 16:34:47,415,22.2,15.6
840, 04/30/22 16:39:47,415,22.2,15.7
841, 04/30/22 16:44:47,415,22.2,15.6
842, 04/30/22 16:49:47,414,22.2,15.7
843, 04/30/22 16:54:47,414,22.2,15.7
844, 04/30/22 16:59:47,414,22.3,15.8
845, 04/30/22 17:04:47,414,22.3,15.7
846, 04/30/22 17:09:47,414,22.3,15.7
847, 04/30/22 17:14:47,414,22.3,15.7
848, 04/30/22 17:19:47,414,22.2,15.7
849, 04/30/22 17:24:47,414,22.2,15.8
850, 04/30/22 17:29:47,415,22.2,16
851, 04/30/22 17:34:47,412,22.2,16
852, 04/30/22 17:39:47,413,22.2,16.1
853, 04/30/22 17:44:47,414,22.2,16.1
854, 04/30/22 17:49:47,414,22.2,16.2
855, 04/30/22 17:54:47,414,22.2,16.3
856, 04/30/22 17:59:47,414,22.2,16.3
857, 04/30/22 18:04:47,413,22.3,16.4
858, 04/30/22 18:09:47,414,22.3,16.4
859, 04/30/22 18:14:47,414,22.3,16.4
860, 04/30/22 18:19:47,414,22.3,16.5
861, 04/30/22 18:24:47,414,22.3,16.5
862, 04/30/22 18:29:47,413,22.3,16.5
863, 04/30/22 18:34:47,412,22.3,16.6
864, 04/30/22 18:39:47,413,22.3,16.6
865, 04/30/22 18:44:47,412,22.3,16.6
866, 04/30/22 18:49:47,413,22.3,16.7
867, 04/30/22 18:54:47,411,22.2,16.7
868, 04/30/22 18:59:47,411,22.2,16.7
869, 04/30/22 19:04:47,411,22.3,16.8
870, 04/30/22 19:09:47,411,22.3,16.8
871, 04/30/22 19:14:47,412,22.2,16.8
872, 04/30/22 19:19:47,411,22.2,16.9
873, 04/30/22 19:24:47,412,22.1,16.9
874, 04/30/22 19:29:47,411,22.1,16.9
875, 04/30/22 19:34:47,411,22.2,16.9
876, 04/30/22 19:39:47,410,22.2,16.9
877, 04/30/22 19:44:47,411,22.2,17
878, 04/30/22 19:49:47,411,22.3,17
879, 04/30/22 19:54:47,409,22.2,17
880, 04/30/22 19:59:47,410,22.1,17.1
881, 04/30/22 20:04:47,410,22.1,17.1
882, 04/30/22 20:09:47,411,22.2,17.1
883, 04/30/22 20:14:47,410,22.2,17.1
884, 04/30/22 20:19:47,409,22.3,17.1
885, 04/30/22 20:24:47,409,22.3,17.1
886, 04/30/22 20:29:47,408,22.3,17.1
887, 04/30/22 20:34:47,408,22.3,17.1
888, 04/30/22 20:39:47,408,22.3,17.2
889, 04/30/22 20:44:47,410,22.3,17.2
890, 04/30/22 20:49:47,410,22.4,17.2
891, 04/30/22 20:54:47,409,22.4,17.2
892, 04/30/22 20:59:47,410,22.4,17.2
893, 04/30/22 21:04:47,409,22.4,17.2
894, 04/30/22 21:09:47,410,22.3,17.2
895, 04/30/22 21:14:47,408,22.3,17.2
896, 04/30/22 21:19:47,409,22.3,17.2
897, 04/30/22 21:24:47,410,22.3,17.3
898, 04/30/22 21:29:47,410,22.3,17.3
899, 04/30/22 21:34:47,409,22.4,17.3
900, 04/30/22 21:39:47,408,22.4,17.3
901, 04/30/22 21:44:47,409,22.4,17.3
902, 04/30/22 21:49:47,408,22.3,17.3
903, 04/30/22 21:54:47,409,22.3,17.4
904, 04/30/22 21:59:47,408,22.3,17.4
905, 04/30/22 22:04:47,409,22.3,17.4
906, 04/30/22 22:09:47,407,22.3,17.5
907, 04/30/22 22:14:47,407,22.3,17.5
908, 04/30/22 22:19:47,407,22.3,17.5
909, 04/30/22 22:24:47,408,22.3,17.5
910, 04/30/22 22:29:47,407,22.3,17.5
911, 04/30/22 22:34:47,408,22.3,17.5
912, 04/30/22 22:39:47,407,22.3,17.6
913, 04/30/22 22:44:47,407,22.3,17.6
914, 04/30/22 22:49:47,407,22.3,17.6
915, 04/30/22 22:54:47,406,22.3,17.6
916, 04/30/22 22:59:47,407,22.4,17.7
917, 04/30/22 23:04:47,406,22.3,17.7
918, 04/30/22 23:09:47,406,22.3,17.7
919, 04/30/22 23:14:47,406,22.3,17.6
920, 04/30/22 23:19:47,406,22.3,17.7
921, 04/30/22 23:24:47,405,22.3,17.7
922, 04/30/22 23:29:47,405,22.3,17.7
923, 04/30/22 23:34:47,405,22.3,17.8
924, 04/30/22 23:39:47,405,22.3,17.7
925, 04/30/22 23:44:47,405,22.3,17.8
926, 04/30/22 23:49:47,405,22.3,17.8
927, 04/30/22 23:54:47,405,22.3,17.8
928, 04/30/22 23:59:47,405,22.3,17.8
929, 05/01/22 00:04:47,405,22.3,17.8
930, 05/01/22 00:09:47,405,22.3,17.9
931, 05/01/22 00:14:47,404,22.3,17.9
932, 05/01/22 00:19:47,404,22.3,17.9
933, 05/01/22 00:24:47,405,22.3,17.9
934, 05/01/22 00:29:47,405,22.3,18
935, 05/01/22 00:34:47,405,22.3,17.9
936, 05/01/22 00:39:47,404,22.3,18
937, 05/01/22 00:44:47,404,22.3,18
938, 05/01/22 00:49:47,406,22.3,18
939, 05/01/22 00:54:47,405,22.3,18.1
940, 05/01/22 00:59:47,405,22.3,18.1
941, 05/01/22 01:04:47,405,22.3,18.1
942, 05/01/22 01:09:47,405,22.3,18.1
943, 05/01/22 01:14:47,406,22.4,18.1
944, 05/01/22 01:19:47,404,22.3,18.1
945, 05/01/22 01:24:47,405,22.3,18.1
946, 05/01/22 01:29:47,404,22.3,18.1
947, 05/01/22 01:34:47,406,22.3,18.2
948, 05/01/22 01:39:47,405,22.3,18.2
949, 05/01/22 01:44:47,404,22.2,18.2
950, 05/01/22 01:49:47,405,22.3,18.2
951, 05/01/22 01:54:47,404,22.3,18.3
952, 05/01/22 01:59:47,407,22.4,18.2
953, 05/01/22 02:04:47,405,22.4,18.2
954, 05/01/22 02:09:47,404,22.4,18.3
955, 05/01/22 02:14:47,406,22.3,18.3
956, 05/01/22 02:19:47,405,22.3,18.3
957, 05/01/22 02:24:47,404,22.3,18.3
958, 05/01/22 02:29:47,404,22.3,18.4
959, 05/01/22 02:34:47,404,22.2,18.4
960, 05/01/22 02:39:47,405,22.3,18.4
961, 05/01/22 02:44:47,404,22.3,18.4
962, 05/01/22 02:49:47,404,22.3,18.4
963, 05/01/22 02:54:47,404,22.3,18.4
964, 05/01/22 02:59:47,405,22.3,18.4
965, 05/01/22 03:04:47,404,22.3,18.5
966, 05/01/22 03:09:47,405,22.2,18.5
967, 05/01/22 03:14:47,404,22.2,18.6
968, 05/01/22 03:19:47,404,22.3,18.5
969, 05/01/22 03:24:47,404,22.3,18.6
970, 05/01/22 03:29:47,404,22.3,18.5
971, 05/01/22 03:34:47,404,22.3,18.6
972, 05/01/22 03:39:47,404,22.3,18.7
973, 05/01/22 03:44:47,403,22.3,18.6
974, 05/01/22 03:49:47,404,22.2,18.7
975, 05/01/22 03:54:47,404,22.3,18.6
976, 05/01/22 03:59:47,404,22.3,18.6
977, 05/01/22 04:04:47,404,22.3,18.7
978, 05/01/22 04:09:47,405,22.3,18.6
979, 05/01/22 04:14:47,404,22.3,18.7
980, 05/01/22 04:19:47,404,22.3,18.7
981, 05/01/22 04:24:47,404,22.2,18.8
982, 05/01/22 04:29:47,404,22.2,18.8
983, 05/01/22 04:34:47,404,22.2,18.8
984, 05/01/22 04:39:47,404,22.2,18.8
985, 05/01/22 04:44:47,403,22.2,18.8
986, 05/01/22 04:49:47,403,22.3,18.8
987, 05/01/22 04:54:47,403,22.3,18.8
988, 05/01/22 04:59:47,403,22.3,18.8
989, 05/01/22 05:04:47,403,22.3,18.8
990, 05/01/22 05:09:47,402,22.2,18.9
991, 05/01/22 05:14:47,402,22.2,18.9
992, 05/01/22 05:19:47,402,22.2,18.9
993, 05/01/22 05:24:47,402,22.2,18.9
994, 05/01/22 05:29:47,403,22.3,18.9
995, 05/01/22 05:34:47,402,22.3,18.9
996, 05/01/22 05:39:47,403,22.3,18.9
997, 05/01/22 05:44:47,403,22.3,18.9
998, 05/01/22 05:49:47,403,22.3,19
999, 05/01/22 05:54:47,402,22.3,18.9
1000, 05/01/22 05:59:47,403,22.3,18.9
1001, 05/01/22 06:04:47,402,22.3,19
1002, 05/01/22 06:09:47,402,22.3,19
1003, 05/01/22 06:14:47,402,22.3,19
1004, 05/01/22 06:19:47,403,22.4,18.9
1005, 05/01/22 06:24:47,403,22.3,19
1006, 05/01/22 06:29:47,403,22.3,19.1
1007, 05/01/22 06:34:47,402,22.3,19
1008, 05/01/22 06:39:47,400,22.3,19.1
1009, 05/01/22 06:44:47,402,22.3,19.1
1010, 05/01/22 06:49:47,402,22.3,19.1
1011, 05/01/22 06:54:47,402,22.3,19.1
1012, 05/01/22 06:59:47,402,22.4,19.1
1013, 05/01/22 07:04:47,401,22.3,19.1
1014, 05/01/22 07:09:47,402,22.3,19.1
1015, 05/01/22 07:14:47,402,22.3,19.2
1016, 05/01/22 07:19:47,401,22.3,19.2
1017, 05/01/22 07:24:47,402,22.3,19.2
1018, 05/01/22 07:29:47,402,22.3,19.2
1019, 05/01/22 07:34:47,404,22.3,19.2
1020, 05/01/22 07:39:47,402,22.3,19.2
1021, 05/01/22 07:44:47,402,22.3,19.1
1022, 05/01/22 07:49:47,401,22.3,19.2
1023, 05/01/22 07:54:47,401,22.3,19.2
1024, 05/01/22 07:59:47,401,22.3,19.2
1025, 05/01/22 08:04:47,402,22.3,19.7
1026, 05/01/22 08:09:47,406,22.3,20.2
1027, 05/01/22 08:14:47,407,22.3,21
1028, 05/01/22 08:19:47,412,22.1,21.5
1029, 05/01/22 08:24:47,414,22.1,21.9
1030, 05/01/22 08:29:47,415,22.1,22.2
1031, 05/01/22 08:34:47,416,22.1,22.4
1032, 05/01/22 08:39:47,415,22.1,22.6
1033, 05/01/22 08:44:47,416,22.1,22.7
1034, 05/01/22 08:49:47,417,22.1,22.8
1035, 05/01/22 08:54:47,417,22.2,22.9
1036, 05/01/22 08:59:47,416,22.2,22.9
1037, 05/01/22 09:04:47,416,22.2,23
1038, 05/01/22 09:09:47,416,22.3,23
1039, 05/01/22 09:14:47,416,22.2,22.9
1040, 05/01/22 09:19:47,416,22.2,22.9
1041, 05/01/22 09:24:47,417,22.2,23
1042, 05/01/22 09:29:47,417,22.1,23
1043, 05/01/22 09:34:47,416,22.1,23
1044, 05/01/22 09:39:47,416,22.1,23.1
1045, 05/01/22 09:44:47,414,22.1,23
1046, 05/01/22 09:49:47,416,22.2,22.9
1047, 05/01/22 09:54:47,415,22.2,22.8
1048, 05/01/22 09:59:47,415,22.2,22.8
1049, 05/01/22 10:04:47,414,22.2,22.8
1050, 05/01/22 10:09:47,415,22.2,22.8
1051, 05/01/22 10:14:47,413,22.3,22.8
1052, 05/01/22 10:19:47,414,22.2,22.8
1053, 05/01/22 10:24:47,414,22.2,22.8
1054, 05/01/22 10:29:47,414,22.2,22.8
1055, 05/01/22 10:34:47,414,22.1,22.8
1056, 05/01/22 10:39:47,414,22.1,22.8
1057, 05/01/22 10:44:47,414,22.1,22.6
1058, 05/01/22 10:49:47,413,22.1,22.7
1059, 05/01/22 10:54:47,414,22.1,22.7
1060, 05/01/22 10:59:47,413,22.1,22.5
1061, 05/01/22 11:04:47,413,22.1,22.4
1062, 05/01/22 11:09:47,413,22.1,22.3
1063, 05/01/22 11:14:47,412,22.1,22.1
1064, 05/01/22 11:19:47,412,22.1,21.9
1065, 05/01/22 11:24:47,413,22.1,21.7
1066, 05/01/22 11:29:47,413,22.1,21.6
1067, 05/01/22 11:34:47,413,22.1,21.5
1068, 05/01/22 11:39:47,413,22.1,21.2
1069, 05/01/22 11:44:47,413,22.1,21.2
1070, 05/01/22 11:49:47,414,22.1,21.1
1071, 05/01/22 11:54:47,412,22.1,21
1072, 05/01/22 11:59:47,412,22.1,21
1073, 05/01/22 12:04:47,413,22.1,21.1
1074, 05/01/22 12:09:47,413,22.1,21.1
1075, 05/01/22 12:14:47,413,22.1,21
1076, 05/01/22 12:19:47,413,22.1,21
1077, 05/01/22 12:24:47,413,22.2,21.1
1078, 05/01/22 12:29:47,412,22.2,21
1079, 05/01/22 12:34:47,412,22.1,21
1080, 05/01/22 12:39:47,411,22.2,21
1081, 05/01/22 12:44:47,413,22.1,21
1082, 05/01/22 12:49:47,412,22.1,21
1083, 05/01/22 12:54:47,413,22.1,20.9
1084, 05/01/22 12:59:47,412,22.1,20.7
1085, 05/01/22 13:04:47,413,22.2,20.4
1086, 05/01/22 13:09:47,413,22.1,20.3
1087, 05/01/22 13:14:47,412,22.1,20.2
1088, 05/01/22 13:19:47,411,22.1,20.1
1089, 05/01/22 13:24:47,411,22.1,20.1
1090, 05/01/22 13:29:47,409,22.1,20
1091, 05/01/22 13:34:47,411,22.1,19.8
1092, 05/01/22 13:39:47,410,22.1,19.7
1093, 05/01/22 13:44:47,411,22.1,19.9
1094, 05/01/22 13:49:47,411,22.1,20.2
1095, 05/01/22 13:54:47,412,22.1,20.3
1096, 05/01/22 13:59:47,412,22.1,20.4
1097, 05/01/22 14:04:47,412,22.1,20.3
1098, 05/01/22 14:09:47,410,22.1,20.3
1099, 05/01/22 14:14:47,411,22.1,20.2
1100, 05/01/22 14:19:47,413,22.1,19.9
1101, 05/01/22 14:24:47,412,22.1,19.7
1102, 05/01/22 14:29:47,411,22.1,19.6
1103, 05/01/22 14:34:47,412,22.1,19.6
1104, 05/01/22 14:39:47,411,22.1,19.6
1105, 05/01/22 14:44:47,412,22.1,19.6
1106, 05/01/22 14:49:47,411,22,19.6
1107, 05/01/22 14:54:47,410,22.1,19.7
1108, 05/01/22 14:59:47,412,22.1,19.8
1109, 05/01/22 15:04:47,411,22.1,20
1110, 05/01/22 15:09:47,411,22.1,20
1111, 05/01/22 15:14:47,412,22.1,20
1112, 05/01/22 15:19:47,410,22.1,20.1
1113, 05/01/22 15:24:47,410,22.1,20.1
1114, 05/01/22 15:29:47,411,22.1,20.3
1115, 05/01/22 15:34:47,411,22.1,20.4
1116, 05/01/22 15:39:47,411,22.1,20.5
1117, 05/01/22 15:44:47,410,22.1,20.7
1118, 05/01/22 15:49:47,412,22.1,20.8
1119, 05/01/22 15:54:47,411,22.1,20.9
1120, 05/01/22 15:59:47,411,22.1,20.9
1121, 05/01/22 16:04:47,411,22,20.8
1122, 05/01/22 16:09:47,412,22,20.7
1123, 05/01/22 16:14:47,411,22.1,20.6
1124, 05/01/22 16:19:47,412,22.1,20.6
1125, 05/01/22 16:24:47,411,22.1,20.5
1126, 05/01/22 16:29:47,411,22.1,20.5
